Name,Role,type,coach_id
Jack Del Rio,Tight Ends,Worked For,BoraRo0
Jeff Fisher,"Asst. Head Coach Offense/Interim OC, Asst. Head Coach Offense/OC, Tight Ends",Worked For,BoraRo0
Sean McDermott,Tight Ends,Worked For,BoraRo0
Lovie Smith,Tight Ends,Worked For,BoraRo0
Bruce Arians,"Asst. Head Coach/RGC, Offensive Coordinator",Worked For,GoodHa0
Todd Bowles,Asst. Head Coach/RGC,Worked For,GoodHa0
Dave Canales,Asst. Head Coach/RGC,Worked For,GoodHa0
Chuck Pagano,Offensive Line,Worked For,GoodHa0
Lovie Smith,Off. Line Assistant,Worked For,GoodHa0
Mike Tomlin,Off. Line Quality Control,Worked For,GoodHa0
Romeo Crennel,Offensive Coordinator,Worked For,ChudRo0
Butch Davis,Offensive Coordinator/Tight Ends,Worked For,ChudRo0
Chuck Pagano,"Associate HC/Interim OC, Offensive Coordinator, Special Asst. to Head Coach",Worked For,ChudRo0
Ron Rivera,Offensive Coordinator,Worked For,ChudRo0
Marty Schottenheimer,Tight Ends,Worked For,ChudRo0
Norv Turner,Tight Ends/Assistant HC,Worked For,ChudRo0
Shane Steichen,Offensive Quality Control,Employed,ChudRo0
Chris Tabor,Special Teams Coordinator,Employed,ChudRo0
Norv Turner,Offensive Coordinator,Employed,ChudRo0
Mike Ditka,Defensive Coordinator,Worked For,TobiVi0
Ted Marchibroda,Defensive Coordinator,Worked For,TobiVi0
Marty Mornhinweg,Defensive Coordinator,Worked For,TobiVi0
Mike Sherman,Special Assistant,Worked For,TobiVi0
Jim Fassel,Offensive Coordinator,Employed,TobiVi0
Hank Kuhlmann,"Special Teams, Tight Ends",Employed,TobiVi0
Dave McGinnis,"Defensive Coordinator, Defensive Coordinator/Interim HC",Employed,TobiVi0
Marc Trestman,Offensive Coordinator,Employed,TobiVi0
Dom Capers,"Offensive Coordinator, Offensive Line",Worked For,PendJo0
Gary Kubiak,Offensive Line,Worked For,PendJo0
Wade Phillips,Offensive Coordinator,Worked For,PendJo0
Marty Schottenheimer,"Offensive Coordinator, Offensive Line, Running Backs",Worked For,PendJo0
Dave Wannstedt,Running Backs,Worked For,PendJo0
Brian Daboll,Defensive Coordinator,Worked For,MartDo0
John Harbaugh,"Defensive Coordinator, Inside Linebackers, Linebackers",Worked For,MartDo0
Lane Kiffin,Linebackers,Worked For,MartDo0
Josh McDaniels,"Defensive Coordinator, Linebackers",Worked For,MartDo0
Art Shell,Linebackers,Worked For,MartDo0
Norv Turner,Inside Linebackers,Worked For,MartDo0
Dan Quinn,Offensive Coordinator,Worked For,SarkSt0
Norv Turner,Quarterbacks,Worked For,SarkSt0
Bill Belichick,"Asst. Offense/Special Teams Coach, Defensive Assistant, Linebackers, Pro Scout, Safeties, Scouting Assistant, Special Teams Assistant",Worked For,FlorBr0
Kevin O'Connell,Defensive Coordinator,Worked For,FlorBr0
Mike Tomlin,Linebackers/Senior Defensive Asst.,Worked For,FlorBr0
Jim Caldwell,Asst. HC/Quarterbacks,Employed,FlorBr0
Chan Gailey,Offensive Coordinator,Employed,FlorBr0
Eric Studesville,"Offensive Coordinator, Running Backs",Employed,FlorBr0
Bill Belichick,"Asst. Head Coach, Asst. Offensive Line, Defensive Coordinator, Linebackers, Offensive Assistant, Offensive Line/Senior Advisor, Safeties",Worked For,PatrMa0
Nick Sirianni,Senior Defensive Asst.,Worked For,PatrMa0
Darrell Bevell,Offensive Coordinator,Employed,PatrMa0
Bill Belichick,"Defensive Coordinator, Linebackers",Worked For,PeesDe0
John Harbaugh,"Defensive Coordinator, Linebackers",Worked For,PeesDe0
Arthur Smith,Defensive Coordinator,Worked For,PeesDe0
Mike Vrabel,Defensive Coordinator,Worked For,PeesDe0
Bill Belichick,Defensive Assistant,Worked For,UndlCo0
Romeo Crennel,"Asst. Special Teams, Defensive Backs, Defensive Quality Control",Worked For,UndlCo0
Jack Del Rio,"Defensive Assistant, Defensive Backs",Worked For,UndlCo0
John Fox,"Defensive Backs, Defensive Quality Control",Worked For,UndlCo0
Chip Kelly,Defensive Backs,Worked For,UndlCo0
Matt Patricia,Defensive Coordinator,Worked For,UndlCo0
Doug Pederson,Defensive Backs,Worked For,UndlCo0
DeMeco Ryans,Def. Passing Game Coordinator,Worked For,UndlCo0
Kyle Shanahan,"Def. Passing Game Specialist, Def. Passing Game Specialist/Secondary",Worked For,UndlCo0
Tom Coughlin,Offensive Coordinator,Worked For,McAdBe0
Jim Haslett,Offensive Asst./Quality Control,Worked For,McAdBe0
Doug Marrone,Quarterbacks,Worked For,McAdBe0
Jerod Mayo,Senior Offensive Asst.,Worked For,McAdBe0
Mike McCarthy,"Consultant, QB Coach, TE Coach",Worked For,McAdBe0
Mike Nolan,Asst. OL Coach/Quality Control,Worked For,McAdBe0
Matt Rhule,Offensive Coordinator,Worked For,McAdBe0
Steve Spagnuolo,"Defensive Coordinator, Defensive Coordinator/Interim HC",Employed,McAdBe0
Herm Edwards,Defensive Backs,Worked For,GrabDo0
John Mackovic,Defensive Backs,Worked For,GrabDo0
Ray Perkins,Defensive Coordinator,Worked For,GrabDo0
Jon Gruden,Offensive Quality Control,Worked For,ShanKy0
Gary Kubiak,"Offensive Coordinator, Quarterbacks, Wide Receivers",Worked For,ShanKy0
Mike Pettine,Offensive Coordinator,Worked For,ShanKy0
Dan Quinn,Offensive Coordinator,Worked For,ShanKy0
Mike Shanahan,Offensive Coordinator,Worked For,ShanKy0
Anthony Lynn,Asst. Head Coach/Running Backs,Employed,ShanKy0
Mike McDaniel,"Offensive Coordinator, Run Game Coordinator",Employed,ShanKy0
DeMeco Ryans,"Defensive Coordinator, Defensive Quality Control, Inside Linebackers",Employed,ShanKy0
Robert Saleh,Defensive Coordinator,Employed,ShanKy0
Brandon Staley,Assistant Head Coach,Employed,ShanKy0
Steve Wilks,Defensive Coordinator,Employed,ShanKy0
Dennis Allen,"Defensive Backs, Defensive Coordinator",Worked For,WoodJo0
Brad Childress,Defensive Backs,Worked For,WoodJo0
Leslie Frazier,Defensive Backs,Worked For,WoodJo0
Jon Gruden,Defensive Backs,Worked For,WoodJo0
Vance Joseph,Defensive Coordinator,Worked For,WoodJo0
Gary Kubiak,Defensive Backs,Worked For,WoodJo0
Kyle Shanahan,Defensive Backs/PGC,Worked For,WoodJo0
Kevin Stefanski,Defensive Coordinator,Worked For,WoodJo0
Jeff Fisher,"Administrative Assistant, Defensive Quality Control",Worked For,BurkMa0
Adam Gase,"Defensive Coordinator, Linebackers",Worked For,BurkMa0
Kliff Kingsbury,Defensive Line,Worked For,BurkMa0
Marvin Lewis,Linebackers,Worked For,BurkMa0
Doug Pederson,"Defensive Assistant, Defensive Line/RGC",Worked For,BurkMa0
DeMeco Ryans,Defensive Coordinator,Worked For,BurkMa0
Robert Saleh,Game Management,Worked For,BurkMa0
Jim Schwartz,Linebackers,Worked For,BurkMa0
Don Coryell,"Offensive Backfield, Offensive Coordinator",Worked For,GibbJo0
John McKay,Offensive Coordinator,Worked For,GibbJo0
Joe Bugel,"Offensive Coordinator/Assistant Head Coach/OL, Offensive Coordinator/OL, Offensive Line",Employed,GibbJo0
Rod Dowhower,Quarterbacks,Employed,GibbJo0
Jim Hanifan,Offensive Line,Employed,GibbJo0
Dan Henning,"Offensive Assistant, Offensive Coordinator",Employed,GibbJo0
Richie Petitbon,Defensive Coordinator,Employed,GibbJo0
Al Saunders,Offensive Coordinator,Employed,GibbJo0
Arthur Smith,Defensive Quality Assistant,Employed,GibbJo0
Steve Spagnuolo,Player Personnel Intern,Employed,GibbJo0
Emmitt Thomas,"Secondary, Wide Receivers",Employed,GibbJo0
Steve Wilks,Secondary,Employed,GibbJo0
Gregg Williams,Assistant Head Coach/Defensive Coordinator,Employed,GibbJo0
Rick Forzano,Offensive Line,Worked For,BugeJo0
Joe Gibbs,"Offensive Coordinator/Assistant Head Coach/OL, Offensive Coordinator/OL, Offensive Line",Worked For,BugeJo0
Kevin Gilbride,Offensive Line,Worked For,BugeJo0
Tommy Hudspeth,Offensive Line,Worked For,BugeJo0
June Jones,Offensive Line,Worked For,BugeJo0
Bum Phillips,Offensive Line,Worked For,BugeJo0
Mike Riley,Offensive Line,Worked For,BugeJo0
Mike White,Offensive Coordinator,Worked For,BugeJo0
Jim Zorn,Offensive Line,Worked For,BugeJo0
Ray Perkins,Offensive Coordinator,Employed,BugeJo0
Brian Billick,Asst. Special Teams Coach,Worked For,FassJo0
Tom Cable,Special Teams Coordinator,Worked For,FassJo0
Jeff Fisher,"Special Teams Coordinator, Special Teams Coordinator/Interim Head Coach",Worked For,FassJo0
Hue Jackson,Special Teams Coordinator,Worked For,FassJo0
Lane Kiffin,Special Teams Coordinator,Worked For,FassJo0
Mike McCarthy,Special Teams Coordinator,Worked For,FassJo0
Sean McVay,Special Teams Coordinator,Worked For,FassJo0
Dave McGinnis,Assistant Head Coach,Employed,FassJo0
Mike Singletary,Defensive Assistant,Employed,FassJo0
Gregg Williams,Defensive Coordinator,Employed,FassJo0
Brian Billick,"Offensive Coordinator, Quarterbacks",Worked For,NeuhRi0
Jim Caldwell,"Quarterbacks, Wide Receivers",Worked For,TurnRo0
Ron Rivera,Offensive Consultant,Worked For,TurnRo0
Greg Schiano,Quarterbacks,Worked For,TurnRo0
Lovie Smith,Offensive Coordinator,Worked For,TurnRo0
Dave Wannstedt,Offensive Coordinator,Worked For,TurnRo0
Romeo Crennel,"Defensive Backs, Defensive Coordinator",Worked For,TuckMe0
Jack Del Rio,"Defensive Coordinator, Defensive Coordinator/Interim Head Coach, Offensive Coordinator",Worked For,TuckMe0
Mike Mularkey,Defensive Coordinator/Asst. Head Coach,Worked For,TuckMe0
Marc Trestman,Defensive Coordinator,Worked For,TuckMe0
Dirk Koetter,Offensive Coordinator,Employed,TuckMe0
Jeff Fisher,"Coaching Administrative Assistant, Offensive Quality Control, Quarterbacks",Worked For,LoggDo0
John Fox,"Offensive Coordinator, Quarterbacks",Worked For,LoggDo0
Adam Gase,Offensive Coordinator,Worked For,LoggDo0
Mike Munchak,"Offensive Coordinator, Quarterbacks, Quarterbacks/Interim Offensive Coordinator",Worked For,LoggDo0
Bill Parcells,Scouting Assistant,Worked For,LoggDo0
Mike Pettine,Quarterbacks,Worked For,LoggDo0
Jason Garrett,Defensive Coordinator/Defensive Line,Worked For,PasqPa0
Bill O'Brien,Defensive Line,Worked For,PasqPa0
Bill Parcells,"Linebackers, Tight Ends",Worked For,PasqPa0
Matt Patricia,Defensive Coordinator,Worked For,PasqPa0
Wade Phillips,"Defensive Coordinator/Defensive Line, Linebackers",Worked For,PasqPa0
Matt Rhule,Defensive Line,Worked For,PasqPa0
Tony Sparano,Defensive Coordinator,Worked For,PasqPa0
Marc Trestman,Defensive Line,Worked For,PasqPa0
Gary Kubiak,Offensive Assistant,Worked For,McDaMi0
Mike Pettine,Wide Receivers,Worked For,McDaMi0
Dan Quinn,Offensive Assistant,Worked For,McDaMi0
Kyle Shanahan,"Offensive Coordinator, Run Game Coordinator",Worked For,McDaMi0
Mike Shanahan,"Intern, Offensive Assistant, Wide Receivers",Worked For,McDaMi0
Darrell Bevell,Quarterbacks/Passing Game Coordinator,Employed,McDaMi0
Vic Fangio,Defensive Coordinator,Employed,McDaMi0
Eric Studesville,Associate Head Coach/Running Backs,Employed,McDaMi0
Matt Eberflus,Senior Def. Analyst,Worked For,SnowPh0
Rod Marinelli,Linebackers,Worked For,SnowPh0
Steve Mariucci,Defensive Assistant,Worked For,SnowPh0
Matt Rhule,Defensive Coordinator,Worked For,SnowPh0
Jon Gruden,Wide Receivers,Worked For,BennEd0
Mike McCarthy,"Offensive Coordinator, Running Backs, Wide Receivers",Worked For,BennEd0
Josh McDaniels,Wide Receivers,Worked For,BennEd0
Antonio Pierce,Wide Receivers,Worked For,BennEd0
Mike Sherman,Running Backs,Worked For,BennEd0
Gus Bradley,Linebackers,Worked For,SaleRo0
Dom Capers,Defensive Intern,Worked For,SaleRo0
Pete Carroll,Defensive Quality Control,Worked For,SaleRo0
Gary Kubiak,"Asst. Linebackers, Defensive Quality Control",Worked For,SaleRo0
Kyle Shanahan,Defensive Coordinator,Worked For,SaleRo0
Nathaniel Hackett,Offensive Coordinator,Employed,SaleRo0
Jack Del Rio,Linebackers,Worked For,VanGBr0
Bobby Petrino,Linebackers,Worked For,VanGBr0
Rex Ryan,Linebackers,Worked For,VanGBr0
Mike Smith,Defensive Coordinator,Worked For,VanGBr0
Eric Mangini,"Quality Control/QBs, Tight Ends",Worked For,MichJa0
Mike McCoy,Tight Ends,Worked For,MichJa0
Mike Mularkey,Quarterbacks,Worked For,MichJa0
Frank Reich,Tight Ends,Worked For,MichJa0
Mike Singletary,Offensive Asst.,Worked For,MichJa0
Nick Sirianni,Tight Ends,Worked For,MichJa0
Norv Turner,"Quality Control, Tight Ends",Worked For,MichJa0
Ken Whisenhunt,Offensive Coordinator,Worked For,MichJa0
Steve Wilks,Tight Ends,Worked For,MichJa0
Bill Belichick,Defensive Coordinator,Worked For,SabaNi0
Jerry Glanville,Secondary,Worked For,SabaNi0
Dom Capers,Defensive Coordinator,Employed,SabaNi0
Jason Garrett,Quarterbacks,Employed,SabaNi0
Scott Linehan,Offensive Coordinator,Employed,SabaNi0
Mike Mularkey,Offensive Coordinator,Employed,SabaNi0
Dan Quinn,Defensive Line,Employed,SabaNi0
Joe Judge,Offensive Coordinator,Worked For,GarrJa0
Wade Phillips,"Assistant Head Coach/Offensive Coordinator, Offensive Coordinator",Worked For,GarrJa0
Nick Saban,Quarterbacks,Worked For,GarrJa0
Rich Bisaccia,Asst. Head Coach/Special Teams,Employed,GarrJa0
Bill Callahan,"Offensive Coordinator, Offensive Coordinator/Offensive Line",Employed,GarrJa0
Dave Campo,Secondary,Employed,GarrJa0
Matt Eberflus,Linebackers,Employed,GarrJa0
Scott Linehan,"Offensive Coordinator, Passing Game Coordinator",Employed,GarrJa0
Rod Marinelli,"Defensive Coordinator/Defensive Line, Defensive Line",Employed,GarrJa0
Joe Bugel,Offensive Coordinator,Worked For,RhomJe0
Jeff Fisher,Offensive Coordinator,Worked For,RhomJe0
Joe Gibbs,Quarterbacks,Worked For,RhomJe0
Dennis Green,Wide Receivers,Worked For,RhomJe0
Jimmy Johnson,Quarterbacks,Worked For,RhomJe0
Mike McCormack,Offensive Coordinator,Worked For,RhomJe0
Jack Patera,"Offensive Coordinator, Quarterbacks",Worked For,RhomJe0
Dan Reeves,Quarterbacks,Worked For,RhomJe0
Al Saunders,Offensive Coordinator,Worked For,RhomJe0
Mike Tice,Offensive Consultant,Worked For,RhomJe0
Dick Vermeil,Offensive Coordinator,Worked For,RhomJe0
Dennis Allen,Quarterbacks,Worked For,DeFiJo0
Tom Coughlin,Offensive Quality Control,Worked For,DeFiJo0
Lane Kiffin,Quarterbacks,Worked For,DeFiJo0
Doug Marrone,Offensive Coordinator,Worked For,DeFiJo0
Matt Nagy,"Quarterbacks, Quarterbacks/PGC",Worked For,DeFiJo0
Doug Pederson,Quarterbacks,Worked For,DeFiJo0
Mike Pettine,Offensive Coordinator,Worked For,DeFiJo0
Rex Ryan,Quarterbacks,Worked For,DeFiJo0
Mike Zimmer,Offensive Coordinator,Worked For,DeFiJo0
Jim Caldwell,Linebackers,Worked For,SherBi0
Tom Coughlin,"Defensive Coordinator, Linebackers",Worked For,SherBi0
Greg Schiano,Defensive Coordinator,Worked For,SherBi0
Tony Sparano,Linebackers,Worked For,SherBi0
Adam Gase,Defensive Coordinator,Worked For,JoseVa0
Kliff Kingsbury,Defensive Coordinator,Worked For,JoseVa0
Gary Kubiak,Defensive Backs,Worked For,JoseVa0
Marvin Lewis,Defensive Backs,Worked For,JoseVa0
Mike Nolan,"Asst. Defensive Backs, Defensive Backs",Worked For,JoseVa0
Sean Payton,Defensive Coordinator,Worked For,JoseVa0
Mike Singletary,Defensive Backs,Worked For,JoseVa0
Mike McCoy,Offensive Coordinator,Employed,JoseVa0
Eric Studesville,Asst Head Coach/RB,Employed,JoseVa0
Jeff Fisher,Offensive Coordinator,Worked For,ChowNo0
Joe Gibbs,Secondary,Worked For,WilkSt0
Freddie Kitchens,Defensive Coordinator,Worked For,WilkSt0
Matt Rhule,Interim HC/Secondary/Def. Pass Game Coordinator,Worked For,WilkSt0
Ron Rivera,"Asst. Head Coach/Defensive Backs, Asst. Head Coach/Defensive Coordinator, Defensive Backs",Worked For,WilkSt0
Kyle Shanahan,Defensive Coordinator,Worked For,WilkSt0
Lovie Smith,Defensive Backs,Worked For,WilkSt0
Norv Turner,Defensive Backs,Worked For,WilkSt0
Ben McAdoo,Offensive Coordinator,Employed,WilkSt0
Mike McCoy,Offensive Coordinator,Employed,WilkSt0
Chris Tabor,Special Teams Coordinator,Employed,WilkSt0
Pete Carroll,Assistant HC/Offensive Line,Worked For,CablTo0
Jon Gruden,Offensive Line,Worked For,CablTo0
Lane Kiffin,"Offensive Line, Offensive Line/Interim Head Coach",Worked For,CablTo0
Jim Mora,Offensive Line,Worked For,CablTo0
John Fassel,Special Teams Coordinator,Employed,CablTo0
Hue Jackson,Offensive Coordinator,Employed,CablTo0
Jim Caldwell,Offensive Coordinator,Worked For,LombJo0
Jim Mora,Defensive Assistant,Worked For,LombJo0
Sean Payton,"Offensive Assistant, Offensive Coordinator, Quarterbacks",Worked For,LombJo0
Brandon Staley,Offensive Coordinator,Worked For,LombJo0
Dick Jauron,"Offensive Coordinator, Quality Control, Quarterbacks",Worked For,VanPAl0
Marvin Lewis,Quarterbacks,Worked For,VanPAl0
Jerod Mayo,Offensive Coordinator,Worked For,VanPAl0
Mike McCarthy,"QB/WR, Quarterbacks, Running Backs",Worked For,VanPAl0
Raheem Morris,Quarterbacks,Worked For,VanPAl0
Kevin Stefanski,Offensive Coordinator,Worked For,VanPAl0
Zac Taylor,Quarterbacks,Worked For,VanPAl0
Bruce Arians,"Quarterbacks, Running Backs",Worked For,KitcFr0
Hue Jackson,Offensive Coordinator/Running Backs,Worked For,KitcFr0
Joe Judge,"Offensive Coordinator/Senior Offensive Asst., Tight Ends",Worked For,KitcFr0
Bill Parcells,Tight Ends,Worked For,KitcFr0
Ken Whisenhunt,Tight Ends,Worked For,KitcFr0
Steve Wilks,Defensive Coordinator,Employed,KitcFr0
Rob Chudzinski,Defensive Line,Worked For,CullJo0
Jack Del Rio,Defensive Line,Worked For,CullJo0
John Harbaugh,Defensive Line,Worked For,CullJo0
Rod Marinelli,Defensive Line,Worked For,CullJo0
Urban Meyer,Defensive Coordinator,Worked For,CullJo0
Mike Mularkey,Defensive Line,Worked For,CullJo0
Andy Reid,Defensive Line,Worked For,CullJo0
Lovie Smith,Defensive Line,Worked For,CullJo0
Jim Caldwell,Offensive Asst.,Worked For,ReicFr0
Tony Dungy,"Intern, Offensive Asst.",Worked For,ReicFr0
Mike McCoy,"Offensive Coordinator, Quarterbacks",Worked For,ReicFr0
Doug Pederson,Offensive Coordinator,Worked For,ReicFr0
Ken Whisenhunt,Wide Receivers,Worked For,ReicFr0
Gus Bradley,Defensive Coordinator,Employed,ReicFr0
Jim Caldwell,Senior Assistant,Employed,ReicFr0
Dom Capers,Senior Defensive Asst.,Employed,ReicFr0
Matt Eberflus,Defensive Coordinator,Employed,ReicFr0
John Fox,Senior Defensive Asst.,Employed,ReicFr0
Jonathan Gannon,Cornerbacks,Employed,ReicFr0
Jeff Saturday,Interim Head Coach,Employed,ReicFr0
Nick Sirianni,Offensive Coordinator,Employed,ReicFr0
Chris Tabor,Interim Head Coach/Special Teams Coordinator,Employed,ReicFr0
Jack Del Rio,"Asst. DL Coach, Defensive Line Coach",Worked For,MonaTe0
John Harbaugh,"Linebackers Coach, OLB Coach",Worked For,MonaTe0
Matt Nagy,Senior Def. Asst./OLB,Worked For,MonaTe0
Chuck Pagano,Defensive Coordinator,Worked For,MonaTe0
Arthur Smith,Outside Linebackers,Worked For,MonaTe0
Tom Flores,Offensive Line,Worked For,ShelAr0
Dan Reeves,Offensive Line,Worked For,ShelAr0
Marty Schottenheimer,Offensive Line,Worked For,ShelAr0
Mike Shanahan,Offensive Line,Worked For,ShelAr0
Gunther Cunningham,"Defensive Coordinator, Linebackers",Employed,ShelAr0
John Fox,Defensive Coordinator,Employed,ShelAr0
Jim Haslett,Linebackers,Employed,ShelAr0
Chuck Pagano,Secondary,Employed,ShelAr0
Terry Robiskie,Offensive Coordinator,Employed,ShelAr0
Mike White,Quarterbacks/OL,Employed,ShelAr0
Tom Flores,Quarterbacks/WR,Worked For,WalsTo0
Mike Shanahan,"Offensive Coordinator, Quarterbacks/WR",Worked For,WalsTo0
Art Shell,"Offensive Coordinator, Quarterbacks/WR",Worked For,WalsTo0
Hue Jackson,Offensive Line,Worked For,HuntHa1
Chuck Pagano,"Asst. Offensive Line, Offensive Line",Worked For,HuntHa1
Marty Schottenheimer,Offensive Line,Worked For,HuntHa1
Pat Shurmur,Offensive Line,Worked For,HuntHa1
Lovie Smith,Asst. Offensive Line,Worked For,HuntHa1
Norv Turner,"Offensive Coordinator, Offensive Line",Worked For,HuntHa1
Brad Childress,Running Backs,Worked For,BienEr0
Leslie Frazier,Running Backs,Worked For,BienEr0
Andy Reid,"Offensive Coordinator, Running Backs",Worked For,BienEr0
Ron Rivera,Offensive Coordinator,Worked For,BienEr0
Brad Childress,"Assistant, Asst. QB Coach",Worked For,StefKe0
Leslie Frazier,Asst. QB Coach,Worked For,StefKe0
Mike Zimmer,"Offensive Coordinator, Quarterbacks, Running Backs, Tight Ends",Worked For,StefKe0
Bill Callahan,Offensive Line,Employed,StefKe0
Jim Schwartz,Defensive Coordinator,Employed,StefKe0
Mike Vrabel,Consultant,Employed,StefKe0
Bill Belichick,"Cornerbacks, Defensive Assistant, Defensive Backs",Worked For,BoyeJo0
Brian Flores,"Defensive Coordinator, Defensive Pass Game Coordinator/Cornerbacks",Worked For,BoyeJo0
Mike McDaniel,Defensive Coordinator,Worked For,BoyeJo0
Romeo Crennel,Asst. Linebackers,Worked For,ZimmAd0
Todd Haley,Asst. Linebackers,Worked For,ZimmAd0
Marvin Lewis,Asst. Defensive Backs,Worked For,ZimmAd0
Sean Payton,Asst. Linebackers,Worked For,ZimmAd0
Zac Taylor,Offensive Analyst,Worked For,ZimmAd0
Mike Zimmer,"Co-Defensive Coordinator/Linebackers, Linebackers",Worked For,ZimmAd0
Pete Carroll,Defensive Coordinator,Worked For,BradGu0
Jon Gruden,"Defensive Coordinator, Defensive Quality Control Assistant, Linebackers Coach",Worked For,BradGu0
